epoch,loss,accuracy,val_loss,val_accuracy,macro_f1,macro_recall,target_macro_f1,target_macro_recall,boundary_macro_f1,boundary_macro_recall,priority_score,slash_f1,slash_recall,star_f1,star_recall
1,0.2729010283946991,0.9761239886283875,0.024439141154289246,0.9929730892181396,0.9897310449209914,0.9903345107146522,0.9584970838177205,0.9630702389572774,0.9835129422956976,0.9840144018006809,0.9719093641344099,0.918491921005386,0.9261404779145547,0.9985022466300549,1.0
2,0.2051691710948944,0.9763860702514648,0.029964452609419823,0.9912163615226746,0.9870069501598773,0.9891428370374182,0.9451176055011222,0.9666908037653874,0.9776429938914989,0.974976249266312,0.9647593441258409,0.8917329643721895,0.9333816075307748,0.9985022466300549,1.0
